TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.5,A,001,서울특별시,Seoul
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,16,A,00101,강남구,Seoul Gangnam-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.3,A,00102,강동구,Seoul Gangdong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.8,A,00103,강북구,Seoul Gangbuk-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.9,A,00104,강서구,Seoul Gangseo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.2,A,00105,관악구,Seoul Gwanak-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.4,A,00106,광진구,Seoul Gwangjin-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.1,A,00107,구로구,Seoul Guro-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.3,A,00108,금천구,Seoul Geumcheon-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.7,A,00109,노원구,Seoul Nowon-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.5,A,00110,도봉구,Seoul Dobong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.9,A,00111,동대문구,Seoul Dongdaemun-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.3,A,00112,동작구,Seoul Dongjak-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.9,A,00113,마포구,Seoul Mapo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.7,A,00114,서대문구,Seoul Seodaemun-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,17.6,A,00115,서초구,Seoul Seocho-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.5,A,00116,성동구,Seoul Seongdong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.1,A,00117,성북구,Seoul Seongbuk-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,16.9,A,00118,송파구,Seoul Songpa-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,17.9,A,00119,양천구,Seoul Yangcheon-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,17.1,A,00120,영등포구,Seoul Yeongdeungpo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.5,A,00121,용산구,Seoul Yongsan-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.7,A,00122,은평구,Seoul Eunpyeong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.4,A,00123,종로구,Seoul Jongno-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.2,A,00124,중구,Seoul Jung-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22,A,00125,중랑구,Seoul Jungnang-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.5,A,002,부산광역시,Busan
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.6,A,00201,강서구,Busan Gangseo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19,A,00202,금정구,Busan Geumjeong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.4,A,00203,기장군,Busan Gijang-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19,A,00204,남구,Busan Nam-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.7,A,00205,동구,Busan Dong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.6,A,00206,동래구,Busan Dongnae-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.6,A,00207,부산진구,Busan Busanjin-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19,A,00208,북구,Busan Buk-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.5,A,00209,사상구,Busan Sasang-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.3,A,00210,사하구,Busan Saha-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.7,A,00211,서구,Busan Seo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.1,A,00212,수영구,Busan Suyeong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.4,A,00213,연제구,Busan Yeonje-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.6,A,00214,영도구,Busan Yeongdo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.8,A,00215,중구,Busan Jung-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.1,A,00216,해운대구,Busan Haeundae-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.6,A,003,대구광역시,Daegu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.2,A,00301,남구,Daegu Nam-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.3,A,00302,달서구,Daegu Dalseo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.7,A,00303,달성군,Daegu Dalseong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18,A,00304,동구,Daegu Dong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.6,A,00305,북구,Daegu Buk-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.8,A,00306,서구,Daegu Seo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,15.2,A,00307,수성구,Daegu Suseong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.2,A,00308,중구,Daegu Jung-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.1,A,004,인천광역시,Incheon
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.5,A,00401,강화군,Incheon Ganghwa-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,26.7,A,00402,계양구,Incheon Gyeyang-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,28.4,A,00403,미추홀구,Incheon Michuhol-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.9,A,00404,남동구,Incheon Namdong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.6,A,00405,동구,Incheon Dong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.2,A,00406,부평구,Incheon Bupyeong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.2,A,00407,서구,Incheon Seo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.6,A,00408,연수구,Incheon Yeonsu-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,26.5,A,00409,옹진군,Incheon Ongjin-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,26.6,A,00410,중구,Incheon Jung-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.8,A,005,광주광역시,Gwangju
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.8,A,00501,광산구,Gwangju Gwangsan-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18,A,00502,남구,Gwangju Nam-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.7,A,00503,동구,Gwangju Dong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.2,A,00504,북구,Gwangju Buk-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19,A,00505,서구,Gwangju Seo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.3,A,006,대전광역시,Daejeon
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.7,A,00601,대덕구,Daejeon Daedeok-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.8,A,00602,동구,Daejeon Dong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.1,A,00603,서구,Daejeon Seo-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,16.2,A,00604,유성구,Daejeon Yuseong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.8,A,00605,중구,Daejeon Jung-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.3,A,007,울산광역시,Ulsan
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.1,A,00701,남구,Ulsan Nam-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,25.1,A,00702,동구,Ulsan Dong-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.3,A,00703,북구,Ulsan Buk-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.9,A,00704,울주군,Ulsan Ulju-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.3,A,00705,중구,Ulsan Jung-gu
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,17.9,A,0071,세종특별자치시,Sejong
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,17.9,A,00711,세종시,Sejong-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.8,A,008,경기도,Gyeonggi-Do
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.6,A,00801,가평군,Gyeonggi-Do Gapyeong-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.6,A,00802,고양시,Gyeonggi-Do Goyang-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,14.6,A,00803,과천시,Gyeonggi-Do Gwacheon-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20,A,00804,구리시,Gyeonggi-Do Guri-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.9,A,00805,김포시,Gyeonggi-Do Gimpo-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.1,A,00806,남양주시,Gyeonggi-Do Namyangju-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,25.2,A,00807,동두천시,Gyeonggi-Do Dongducheon-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,19.5,A,00808,부천시,Gyeonggi-Do Bucheon-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.6,A,00809,양주시,Gyeonggi-Do Yangju-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.4,A,00810,양평군,Gyeonggi-Do Yangpyeong-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.8,A,00811,여주시,Gyeonggi-Do Yeoju-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.7,A,00812,연천군,Gyeonggi-Do Yeoncheon-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.7,A,00813,의정부시,Gyeonggi-Do Uijeongbu-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,25.9,A,00814,이천시,Gyeonggi-Do Icheon-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.7,A,00815,파주시,Gyeonggi-Do Paju-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.5,A,00816,포천시,Gyeonggi-Do Pocheon-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.2,A,00817,하남시,Gyeonggi-Do Hanam-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.7,A,00818,광명시,Gyeonggi-Do Gwangmyeong-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.4,A,00819,광주시,Gyeonggi-Do Gwangju-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.6,A,00820,군포시,Gyeonggi-Do Gunpo-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.3,A,00821,성남시,Gyeonggi-Do Seongnam-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.8,A,00822,수원시,Gyeonggi-Do Suwon-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,26.1,A,00823,시흥시,Gyeonggi-Do Siheung-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,25.9,A,00824,안산시,Gyeonggi-Do Ansan-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.5,A,00825,안성시,Gyeonggi-Do Anseong-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.4,A,00826,안양시,Gyeonggi-Do Anyang-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.4,A,00827,오산시,Gyeonggi-Do Osan-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,18.5,A,00828,용인시,Gyeonggi-Do Yongin-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20,A,00829,의왕시,Gyeonggi-Do Uiwang-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24.3,A,00830,평택시,Gyeonggi-Do Pyeongtaek-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,23.6,A,00831,화성시,Gyeonggi-Do Hwaseong-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.4,A,009,강원도,Gangwon-Do
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,20.5,A,00901,강릉시,Gangwon-Do Gangreung-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,24,A,00902,고성군,Gangwon-Do Goseong-gun
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.1,A,00903,동해시,Gangwon-Do Donghae-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.1,A,00904,삼척시,Gangwon-Do Samcheok-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,22.6,A,00905,속초시,Gangwon-Do Sokcho-si
시·군·구별 현재흡연율,2016,DT_H_SM,조율,Crude Death Rate,CR,%,117,%,시군구별,Classification of Region of Regional Community'S Health Survey,21.3,A,00906,양구군,Gangwon-Do Yanggu-gun
